id,prompt,reference,hypothesis,hypothesis_rev,prompts_plus_orth,prompts_plus_hypo,prompt_aligned,prompt_aligned_rev
S01C050V3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer
S01C050V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer
S01C050V3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur
S01C050V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis
S01C050V3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig
S01C050V3_3+4LG,afblijven,CORRECTLY_READ,afblijven,afblijven,0,0,afblijven,afblijven
S01C050V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter
S01C050V3_3+4LG,washandje,CORRECTLY_READ,washandje,washandje,0,0,washandje,washandje
S01C050V3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuwwitje,sneeuwwitje,0,0,sneeuwwitje,sneeuwwitje
S01C050V3_3+4LG,goeiendag,CORRECTLY_READ,goe*dendag,goed*endag,0,1,goei*endag,goe*iendag
S01C050V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie
S01C050V3_3+4LG,limonade,CORRECTLY_READ,limonade,limonade,0,0,limonade,limonade
S01C050V3_3+4LG,autorijden,CORRECTLY_READ,autorijden,autorijden,0,0,autorijden,autorijden
S01C050V3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk
S01C050V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie
S01C050V3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade
S01C051M3_1LG,klas,CORRECTLY_READ,klos,klos,0,1,*klas,*klas
S01C051M3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi
S01C051M3_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe
S01C051M3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm
S01C051M3_1LG,groei,CORRECTLY_READ,*roei,*roei,0,1,groei,groei
S01C051M3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand
S01C051M3_1LG,bed,CORRECTLY_READ,bed,bed,0,0,bed,bed
S01C051M3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst
S01C051M3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor
S01C051M3_1LG,draai,CORRECTLY_READ,draai,draai,0,0,draai,draai
S01C051M3_1LG,sjaal,CORRECTLY_READ,sjaal,sjaal,0,0,sjaal,sjaal
S01C051M3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst
S01C051M3_1LG,duur,CORRECTLY_READ,deur,deur,0,1,duur,duur
S01C051M3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat
S01C051M3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw
S01C051M3_1LG,clown,CORRECTLY_READ,klo*on,kloo*n,0,1,clow*n,cl*own
S01C051M3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek
S01C051M3_1LG,krant,CORRECTLY_READ,k*ant,k*ant,0,1,krant,krant
S01C051M3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout
S01C051M3_1LG,vriend,CORRECTLY_READ,vriend,vriend,0,0,vriend,vriend
S01C051M3_1LG,gauw,CORRECTLY_READ,gauw,gauw,0,0,gauw,gauw
S01C051M3_1LG,chips,CORRECTLY_READ,chips,chips,0,0,chips,chips
S01C051M3_1LG,groen,CORRECTLY_READ,g*ouden,g*ouden,0,1,gro**en,gro**en
S01C051M3_1LG,feest,CORRECTLY_READ,v*est,ve*st,0,1,feest,feest
S01C051M3_1LG,reis,CORRECTLY_READ,he*s,he*s,0,1,reis,reis
S01C051M3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas
S01C051M3_1LG,huis,CORRECTLY_READ,huis,huis,0,0,huis,huis
S01C051M3_1LG,paard,CORRECTLY_READ,paard,paard,0,0,paard,paard
S01C051M3_1LG,vijf,CORRECTLY_READ,ve*f,ve*f,0,1,vijf,vijf
S01C051M3_1LG,muts,CORRECTLY_READ,muts,muts,0,0,muts,muts
S01C051M3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw
S01C051M3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind
S01C051M3_1LG,bang,CORRECTLY_READ,bang,bang,0,0,bang,bang
S01C051M3_1LG,oog,CORRECTLY_READ,oor,oor,0,1,oog,oog
S01C051M3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht
S01C051M3_1LG,schoen,CORRECTLY_READ,schoen,schoen,0,0,schoen,schoen
S01C051M3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas
S01C051M3_1LG,neus,CORRECTLY_READ,neus,neus,0,0,neus,neus
S01C051M3_1LG,knoop,CORRECTLY_READ,knoop,knoop,0,0,knoop,knoop
S01C051M3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank
S01C051M3_2LG,water,CORRECTLY_READ,water,water,0,0,*water,*water
S01C051M3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw
S01C051M3_2LG,drogen,CORRECTLY_READ,trollen,trollen,0,1,drog*en,dro*gen
S01C051M3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel
S01C051M3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto
S01C051M3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*
S01C051M3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal
S01C051M3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning
S01C051M3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk
S01C051M3_2LG,speelplaats,CORRECTLY_READ,speelplaats,speelplaats,0,0,speelplaats,speelplaats
S01C051M3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken
S01C051M3_2LG,hoofdpijn,CORRECTLY_READ,hoofdpijn,hoofdpijn,0,0,hoofdpijn,hoofdpijn
S01C051M3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen
S01C051M3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig
S01C051M3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen
S01C051M3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw
S01C051M3_2LG,gooien,e/14,gooien,gooien,1,0,gooien,gooien
S01C051M3_2LG,schreeuwen,CORRECTLY_READ,s**neeuwen,sn**eeuwen,0,1,schreeuwen,schreeuwen
S01C051M3_2LG,moeder,CORRECTLY_READ,moeder,moeder,0,0,moeder,moeder
S01C051M3_2LG,liedje,CORRECTLY_READ,li*tje,li*tje,0,1,liedje,liedje
S01C051M3_2LG,potlood,CORRECTLY_READ,padlood,padlood,0,1,potlood,potlood
S01C051M3_2LG,fietsbel,CORRECTLY_READ,fietsbel,fietsbel,0,0,fietsbel,fietsbel
S01C051M3_2LG,vinger,CORRECTLY_READ,vinger,vinger,0,0,vinger,vinger
S01C051M3_2LG,dichtbij,CORRECTLY_READ,di**etpijn,die**tpijn,0,1,dich*tbij*,di*chtbij*
S01C051M3_2LG,meisje,CORRECTLY_READ,meisje,meisje,0,0,meisje,meisje
S01C051M3_2LG,chauffeur,CORRECTLY_READ,chauffeur,chauffeur,0,0,chauffeur,chauffeur
S01C051M3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek
S01C051M3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom
S01C051M3_2LG,scheuren,CORRECTLY_READ,sch*uren,sch*uren,0,1,scheuren,scheuren
S01C051M3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai
S01C051M3_2LG,zwemmen,CORRECTLY_READ,zwemmen,zwemmen,0,0,zwemmen,zwemmen
S01C051M3_2LG,vuurwerk,CORRECTLY_READ,vuurwerk,vuurwerk,0,0,vuurwerk,vuurwerk
S01C051M3_2LG,appel,CORRECTLY_READ,appel,appel,0,0,appel,appel
S01C051M3_2LG,cola,CORRECTLY_READ,cola,cola,0,0,cola,cola
S01C051M3_2LG,kussen,CORRECTLY_READ,kussen,kussen,0,0,kussen,kussen
S01C051M3_2LG,eerste,CORRECTLY_READ,eerste,eerste,0,0,eerste,eerste
S01C051M3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus
S01C051M3_2LG,kleuren,CORRECTLY_READ,kleuren,kleuren,0,0,kleuren,kleuren
S01C051M3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal
S01C051M3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder
S01C051M3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,*omdraaien,*omdraaien
S01C051M3_3+4LG,poppenwagen,CORRECTLY_READ,poppen dra*aien,poppen draai*en,0,1,poppen*w*ag**en,poppen**w*a*gen
S01C051M3_3+4LG,konijnenhok,CORRECTLY_READ,konijnen hokken,konijnen hokken,0,1,konijnen*hok***,konijnen*ho*k**
S01C051M3_3+4LG,elastiekje,c/4,allee stiek*en,allee stiek*en,1,1,el*a**stiekje*,e*l*a*stiekje*
S01C051M3_3+4LG,ruziemaken,CORRECTLY_READ,guzien maken,guzien maken,0,1,ruzie**maken,ruzie**maken
S01C051M3_3+4LG,teddybeer,CORRECTLY_READ,teddybeer,teddybeer,0,0,teddybeer,teddybeer
S01C051M3_3+4LG,dierentuin,CORRECTLY_READ,tieren tuin,tieren tuin,0,1,dieren*tuin,dieren*tuin
S01C051M3_3+4LG,paddenstoelen,CORRECTLY_READ,paddenstoelen,paddenstoelen,0,0,paddenstoelen,paddenstoelen
S01C051M3_3+4LG,verstoppetje,CORRECTLY_READ,verstoppertje,verstoppertje,0,1,verstoppe*tje,verstoppe*tje
S01C051M3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine
S01C051M3_3+4LG,fototoestel,CORRECTLY_READ,foto toestel,foto toestel,0,1,foto*toestel,foto*toestel
S01C051M3_3+4LG,toiletpapier,CORRECTLY_READ,toiletpapier,toiletpapier,0,0,toiletpapier,toiletpapier
S01C051M3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen
S01C051M3_3+4LG,buurmannen,CORRECTLY_READ,muurmannen,muurmannen,0,1,buurmannen,buurmannen
S01C051M3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi
S01C051M3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant
S01C051M3_3+4LG,schommelen,CORRECTLY_READ,schommelen,schommelen,0,0,schommelen,schommelen
S01C051M3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen
S01C051M3_3+4LG,schoenenwinkel,CORRECTLY_READ,schoenenwinkel,schoenenwinkel,0,0,schoenenwinkel,schoenenwinkel
S01C051M3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen
S01C051M3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen
S01C051M3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag
S01C051M3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjesboek,sprookjesboek,0,0,sprookjesboek,sprookjesboek
S01C051M3_3+4LG,tandenborstel,CORRECTLY_READ,pandenpo*stel,pandenpo*stel,0,1,tandenborstel,tandenborstel
S01C051M3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer
S01C051M3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer
S01C051M3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur
S01C051M3_3+4LG,ziekenhuis,CORRECTLY_READ,zi*kkenhuis,zik*kenhuis,0,1,ziek*enhuis,zi*ekenhuis
S01C051M3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig
S01C051M3_3+4LG,afblijven,CORRECTLY_READ,afblijven,afblijven,0,0,afblijven,afblijven
S01C051M3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter
S01C051M3_3+4LG,washandje,CORRECTLY_READ,waszandje,waszandje,0,1,washandje,washandje
S01C051M3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeu*witje,sneeuw*itje,0,1,sneeuwwitje,sneeuwwitje
S01C051M3_3+4LG,goeiendag,CORRECTLY_READ,goeie*dag,goeie*dag,0,1,goeiendag,goeiendag
S01C051M3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie
S01C051M3_3+4LG,limonade,4,lemonade,lemonade,1,1,limonade,limonade
S01C051M3_3+4LG,autorijden,CORRECTLY_READ,autohui*zen,autohuiz*en,0,1,autor*ijden,autor*ijden
S01C051M3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk
S01C051M3_3+4LG,familie,CORRECTLY_READ,familie,familie cocacola,0,0,familie,familie*********
S01C051M3_3+4LG,chocolade,CORRECTLY_READ,cocacola chocolade,chocolade,0,0,c*********hocolade,chocolade
S01C052V3_1LG,klas,CORRECTLY_READ,klas,klas,0,0,*klas,*klas
S01C052V3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi
S01C052V3_1LG,koe,CORRECTLY_READ,koel,koel,0,0,koe*,koe*
S01C052V3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm
S01C052V3_1LG,groei,CORRECTLY_READ,groei,groei,0,0,groei,groei
S01C052V3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand
S01C052V3_1LG,bed,CORRECTLY_READ,bed,bed,0,0,bed,bed
S01C052V3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst
S01C052V3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor
S01C052V3_1LG,draai,CORRECTLY_READ,draai,draai,0,0,draai,draai
S01C052V3_1LG,sjaal,CORRECTLY_READ,schaal,schaal,0,1,sj*aal,s*jaal
S01C052V3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst
S01C052V3_1LG,duur,CORRECTLY_READ,duur,duur,0,0,duur,duur
S01C052V3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat
S01C052V3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw
S01C052V3_1LG,clown,CORRECTLY_READ,klo*on,kloo*n,0,1,clow*n,cl*own
S01C052V3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek
S01C052V3_1LG,krant,CORRECTLY_READ,krant,krant,0,0,krant,krant
S01C052V3_1LG,hout,CORRECTLY_READ,hout,hout,0,0,hout,hout
S01C052V3_1LG,vriend,23,vriend,vriend,1,0,vriend,vriend
S01C052V3_1LG,gauw,CORRECTLY_READ,gauw,gauw,0,0,gauw,gauw
S01C052V3_1LG,chips,CORRECTLY_READ,chips,chips,0,0,chips,chips
S01C052V3_1LG,groen,CORRECTLY_READ,schoen,schoen,0,1,gr*oen,*groen
S01C052V3_1LG,feest,CORRECTLY_READ,feest,feest,0,0,feest,feest
S01C052V3_1LG,reis,CORRECTLY_READ,re*s,re*s,0,1,reis,reis
S01C052V3_1LG,jas,CORRECTLY_READ,jas,jas,0,0,jas,jas
S01C052V3_1LG,huis,CORRECTLY_READ,huis,huis,0,0,huis,huis
S01C052V3_1LG,paard,CORRECTLY_READ,paard,paard,0,0,paard,paard
S01C052V3_1LG,vijf,CORRECTLY_READ,ze*ef,zee*f,0,1,vij*f,v*ijf
S01C052V3_1LG,muts,CORRECTLY_READ,muts,muts,0,0,muts,muts
S01C052V3_1LG,nieuw,CORRECTLY_READ,nieuw,nieuw,0,0,nieuw,nieuw
S01C052V3_1LG,kind,CORRECTLY_READ,kind,kind,0,0,kind,kind
S01C052V3_1LG,bang,CORRECTLY_READ,pan*,pan*,0,1,bang,bang
S01C052V3_1LG,oog,CORRECTLY_READ,oog,oog,0,0,oog,oog
S01C052V3_1LG,zacht,CORRECTLY_READ,zacht,zacht,0,0,zacht,zacht
S01C052V3_1LG,schoen,CORRECTLY_READ,schoen,schoen,0,0,schoen,schoen
S01C052V3_1LG,plas,CORRECTLY_READ,plas,plas,0,0,plas,plas
S01C052V3_1LG,neus,CORRECTLY_READ,neus,neus,0,0,neus,neus
S01C052V3_1LG,knoop,CORRECTLY_READ,knoop,knoop,0,0,knoop,knoop
S01C052V3_1LG,plank,CORRECTLY_READ,plank,plank,0,0,plank,plank
S01C052V3_2LG,water,CORRECTLY_READ,water,water,0,0,*water,*water
S01C052V3_2LG,mevrouw,CORRECTLY_READ,mevrouw,mevrouw,0,0,mevrouw,mevrouw
S01C052V3_2LG,drogen,CORRECTLY_READ,strogen,strogen,0,1,d*rogen,*drogen
S01C052V3_2LG,winkel,CORRECTLY_READ,winkel,winkel,0,0,winkel,winkel
S01C052V3_2LG,auto,CORRECTLY_READ,auto,auto,0,0,auto,auto
S01C052V3_2LG,schouder,CORRECTLY_READ,schouders,schouders,0,0,schouder*,schouder*
S01C052V3_2LG,verhaal,CORRECTLY_READ,verhaal,verhaal,0,0,verhaal,verhaal
S01C052V3_2LG,koning,CORRECTLY_READ,koning,koning,0,0,koning,koning
S01C052V3_2LG,moeilijk,CORRECTLY_READ,moeilijk,moeilijk,0,0,moeilijk,moeilijk
S01C052V3_2LG,speelplaats,CORRECTLY_READ,speerplaats,speerplaats,0,1,speelplaats,speelplaats
S01C052V3_2LG,drinken,CORRECTLY_READ,drinken,drinken,0,0,drinken,drinken
S01C052V3_2LG,hoofdpijn,CORRECTLY_READ,hoofdpijn,hoofdpijn,0,0,hoofdpijn,hoofdpijn
S01C052V3_2LG,regen,CORRECTLY_READ,regen,regen,0,0,regen,regen
S01C052V3_2LG,vliegtuig,CORRECTLY_READ,vliegtuig,vliegtuig,0,0,vliegtuig,vliegtuig
S01C052V3_2LG,stoppen,CORRECTLY_READ,stoppen,stoppen,0,0,stoppen,stoppen
S01C052V3_2LG,opnieuw,CORRECTLY_READ,opnieuw,opnieuw,0,0,opnieuw,opnieuw
S01C052V3_2LG,gooien,CORRECTLY_READ,gooien,gooien,0,0,gooien,gooien
S01C052V3_2LG,schreeuwen,CORRECTLY_READ,s**neeuwen,sn**eeuwen,0,1,schreeuwen,schreeuwen
S01C052V3_2LG,moeder,CORRECTLY_READ,moeder,moeder,0,0,moeder,moeder
S01C052V3_2LG,liedje,CORRECTLY_READ,liedje,liedje,0,0,liedje,liedje
S01C052V3_2LG,potlood,CORRECTLY_READ,portlood,portlood,0,1,po*tlood,po*tlood
S01C052V3_2LG,fietsbel,CORRECTLY_READ,fietsbel,fietsbel,0,0,fietsbel,fietsbel
S01C052V3_2LG,vinger,CORRECTLY_READ,vinger,vinger,0,0,vinger,vinger
S01C052V3_2LG,dichtbij,CORRECTLY_READ,dichtbij,dichtbij,0,0,dichtbij,dichtbij
S01C052V3_2LG,meisje,CORRECTLY_READ,meisje,meisje,0,0,meisje,meisje
S01C052V3_2LG,chauffeur,CORRECTLY_READ,chauffeur,chauffeur,0,0,chauffeur,chauffeur
S01C052V3_2LG,muziek,CORRECTLY_READ,muziek,muziek,0,0,muziek,muziek
S01C052V3_2LG,waarom,CORRECTLY_READ,waarom,waarom,0,0,waarom,waarom
S01C052V3_2LG,scheuren,CORRECTLY_READ,scheuren,scheuren,0,0,scheuren,scheuren
S01C052V3_2LG,lawaai,CORRECTLY_READ,lawaai,lawaai,0,0,lawaai,lawaai
S01C052V3_2LG,zwemmen,CORRECTLY_READ,zwemmen,zwemmen,0,0,zwemmen,zwemmen
S01C052V3_2LG,vuurwerk,CORRECTLY_READ,vuurwerk,vuurwerk,0,0,vuurwerk,vuurwerk
S01C052V3_2LG,appel,CORRECTLY_READ,appel,appel,0,0,appel,appel
S01C052V3_2LG,cola,CORRECTLY_READ,cola,cola,0,0,cola,cola
S01C052V3_2LG,kussen,CORRECTLY_READ,kussen,kussen,0,0,kussen,kussen
S01C052V3_2LG,eerste,CORRECTLY_READ,eerste,eerste,0,0,eerste,eerste
S01C052V3_2LG,circus,CORRECTLY_READ,circus,circus,0,0,circus,circus
S01C052V3_2LG,kleuren,CORRECTLY_READ,kleuren,kleuren,0,0,kleuren,kleuren
S01C052V3_2LG,voetbal,CORRECTLY_READ,voetbal,voetbal,0,0,voetbal,voetbal
S01C052V3_2LG,vlinder,CORRECTLY_READ,vlinder,vlinder,0,0,vlinder,vlinder
S01C052V3_3+4LG,omdraaien,CORRECTLY_READ,omdraaien,omdraaien,0,0,*omdraaien,*omdraaien
S01C052V3_3+4LG,poppenwagen,CORRECTLY_READ,poppenwagen,poppenwagen,0,0,poppenwagen,poppenwagen
S01C052V3_3+4LG,konijnenhok,CORRECTLY_READ,konijnenhok,konijnenhok,0,0,konijnenhok,konijnenhok
S01C052V3_3+4LG,elastiekje,CORRECTLY_READ,elastiekje,elastiekje,0,0,elastiekje,elastiekje
S01C052V3_3+4LG,ruziemaken,CORRECTLY_READ,ruzie maken,ruzie maken,0,1,ruzie*maken,ruzie*maken
S01C052V3_3+4LG,teddybeer,CORRECTLY_READ,teddybeer,teddybeer,0,0,teddybeer,teddybeer
S01C052V3_3+4LG,dierentuin,CORRECTLY_READ,dierentuin,dierentuin,0,0,dierentuin,dierentuin
S01C052V3_3+4LG,paddenstoelen,CORRECTLY_READ,paddenstoelen,paddenstoelen,0,0,paddenstoelen,paddenstoelen
S01C052V3_3+4LG,verstoppetje,CORRECTLY_READ,verstoppertje,verstoppertje,0,1,verstoppe*tje,verstoppe*tje
S01C052V3_3+4LG,wasmachine,CORRECTLY_READ,wasmachine,wasmachine,0,0,wasmachine,wasmachine
S01C052V3_3+4LG,fototoestel,CORRECTLY_READ,fototoestel,fototoestel,0,0,fototoestel,fototoestel
S01C052V3_3+4LG,toiletpapier,CORRECTLY_READ,toiletpapier,toiletpapier,0,0,toiletpapier,toiletpapier
S01C052V3_3+4LG,vrachtwagen,CORRECTLY_READ,vrachtwagen,vrachtwagen,0,0,vrachtwagen,vrachtwagen
S01C052V3_3+4LG,buurmannen,CORRECTLY_READ,buurmannen,buurmannen,0,0,buurmannen,buurmannen
S01C052V3_3+4LG,vogelkooi,CORRECTLY_READ,vogelkooi,vogelkooi,0,0,vogelkooi,vogelkooi
S01C052V3_3+4LG,olifant,CORRECTLY_READ,olifant,olifant,0,0,olifant,olifant
S01C052V3_3+4LG,schommelen,CORRECTLY_READ,schommelen,schommelen,0,0,schommelen,schommelen
S01C052V3_3+4LG,iedereen,CORRECTLY_READ,iedereen,iedereen,0,0,iedereen,iedereen
S01C052V3_3+4LG,schoenenwinkel,CORRECTLY_READ,schoenenwinkel,schoenenwinkel,0,0,schoenenwinkel,schoenenwinkel
S01C052V3_3+4LG,knutselen,CORRECTLY_READ,knutselen,knutselen,0,0,knutselen,knutselen
S01C052V3_3+4LG,ophangen,CORRECTLY_READ,ophangen,ophangen,0,0,ophangen,ophangen
S01C052V3_3+4LG,verjaardag,CORRECTLY_READ,verjaardag,verjaardag,0,0,verjaardag,verjaardag
S01C052V3_3+4LG,sprookjesboek,CORRECTLY_READ,sprookjesboek,sprookjesboek,0,0,sprookjesboek,sprookjesboek
S01C052V3_3+4LG,tandenborstel,CORRECTLY_READ,tandenborstel,tandenborstel,0,0,tandenborstel,tandenborstel
S01C052V3_3+4LG,lucifer,CORRECTLY_READ,lucifer,lucifer,0,0,lucifer,lucifer
S01C052V3_3+4LG,slaapkamer,CORRECTLY_READ,slaapkamer,slaapkamer,0,0,slaapkamer,slaapkamer
S01C052V3_3+4LG,achterdeur,CORRECTLY_READ,achterdeur,achterdeur,0,0,achterdeur,achterdeur
S01C052V3_3+4LG,ziekenhuis,CORRECTLY_READ,ziekenhuis,ziekenhuis,0,0,ziekenhuis,ziekenhuis
S01C052V3_3+4LG,nieuwsgierig,CORRECTLY_READ,nieuwsgierig,nieuwsgierig,0,0,nieuwsgierig,nieuwsgierig
S01C052V3_3+4LG,afblijven,CORRECTLY_READ,afblijden,afblijden,0,1,afblijven,afblijven
S01C052V3_3+4LG,kabouter,CORRECTLY_READ,kabouter,kabouter,0,0,kabouter,kabouter
S01C052V3_3+4LG,washandje,CORRECTLY_READ,washandje,washandje,0,0,washandje,washandje
S01C052V3_3+4LG,sneeuwwitje,CORRECTLY_READ,sneeuwwitje,sneeuwwitje,0,0,sneeuwwitje,sneeuwwitje
S01C052V3_3+4LG,goeiendag,CORRECTLY_READ,goeiendag,goeiendag,0,0,goeiendag,goeiendag
S01C052V3_3+4LG,vakantie,CORRECTLY_READ,vakantie,vakantie,0,0,vakantie,vakantie
S01C052V3_3+4LG,limonade,CORRECTLY_READ,limonade,limonade,0,0,limonade,limonade
S01C052V3_3+4LG,autorijden,CORRECTLY_READ,auto rijden,auto rijden,0,1,auto*rijden,auto*rijden
S01C052V3_3+4LG,eindelijk,CORRECTLY_READ,eindelijk,eindelijk,0,0,eindelijk,eindelijk
S01C052V3_3+4LG,familie,CORRECTLY_READ,familie,familie,0,0,familie,familie
S01C052V3_3+4LG,chocolade,CORRECTLY_READ,chocolade,chocolade,0,0,chocolade,chocolade
S01C056V3_1LG,klas,CORRECTLY_READ,glas,glas,0,1,*klas,*klas
S01C056V3_1LG,mooi,CORRECTLY_READ,mooi,mooi,0,0,mooi,mooi
S01C056V3_1LG,koe,CORRECTLY_READ,koe,koe,0,0,koe,koe
S01C056V3_1LG,arm,CORRECTLY_READ,arm,arm,0,0,arm,arm
S01C056V3_1LG,groei,CORRECTLY_READ,groei,groei,0,0,groei,groei
S01C056V3_1LG,strand,CORRECTLY_READ,strand,strand,0,0,strand,strand
S01C056V3_1LG,bed,CORRECTLY_READ,bed,bed,0,0,bed,bed
S01C056V3_1LG,eerst,CORRECTLY_READ,eerst,eerst,0,0,eerst,eerst
S01C056V3_1LG,voor,CORRECTLY_READ,voor,voor,0,0,voor,voor
S01C056V3_1LG,draai,21,*t**ijd,t***ijd,1,1,draai**,draai**
S01C056V3_1LG,sjaal,CORRECTLY_READ,schaal,schaal,0,1,sj*aal,s*jaal
S01C056V3_1LG,herfst,CORRECTLY_READ,herfst,herfst,0,0,herfst,herfst
S01C056V3_1LG,duur,CORRECTLY_READ,deur,deur,0,1,duur,duur
S01C056V3_1LG,straat,CORRECTLY_READ,straat,straat,0,0,straat,straat
S01C056V3_1LG,leeuw,CORRECTLY_READ,leeuw,leeuw,0,0,leeuw,leeuw
S01C056V3_1LG,clown,CORRECTLY_READ,klo*on,kloo*n,0,1,clow*n,cl*own
S01C056V3_1LG,hoek,CORRECTLY_READ,hoek,hoek,0,0,hoek,hoek
