participant,word list,Faster-Whisper-Large-v2
5010101,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef gok melk staart zelfgraan derk stuurt maus bleek held sneeuwbraan sterk plat herfst prins veer snee bord kerk gracht ster koord plooi kruid licht krent wand proef schaats vreemd gram klunt trooi drip toets draai hulp knaps knap haat melk twijel rond speels druk klei stopt dwerg sproet blond vloer stank glimt straf tint gras snoer beeld graai langs grip sneeuw darm stroop wenst klont stromp klaart
5010101,kaart3B, neushoorns liedje verkeerd alfabetisch exports lineaal hartelijk bus maatschappentijd populair honderdcomplex stralend rekening morgenochtend lawaaierig uiterstuk fruit fruitteel aanzienlijk lichaamsteel opa kanaal beloning verdedigende verzinnen in de lijk verrasterd veranderend aardgascompleet vogelspin boxer temperatuur klimaat natuurtalent botsing nietgoed zien miniraal racefiets actrice soepel onthans wijflingen beroemd kaasrecht proeven reisfiets absoluut instappen instapkaart tweeling voetbal
5010110,kaart1B, kierzee nekkebaas meel dom zoen bo denk koel koel biet gaaf bal zoon pier blauw blauw bes maag os mat rook bijt geel keijer bor geit zes loop buit bees vier hap kaus roes pup vaas dik ree vuur gaap boog bijs rautal hees haal vee hik saus dak rug haak luik luik puil hoel rijk gas eer doos ran kuur zeep zeeperaar duif men dom
5010110,kaart2B, blok spier twaal winst kaft paard sla stier praag teweel schroef grof melkstaart zelfgraan kerk stuurs maals bleek hel sneeuw braam sterk plat hersen pins verf snee bord kerst gracht ster kort plooi kruid licht krent wand proef schaats vreemd gram klut troon strip toets draai gehu hulp knap haas melk teweel rond spils druk draai stop
5010110,kaart3B, neushoornrietje verkeerd alfabetisch export lineaal hartelijk bus maatschappij hiphop populair honderd complex stralend rekening morgenochtend lawaai uiterst fruit deelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderend aardgascompleet volgenspunt bokser thee
5010114,kaart1B, kier zee nek paas meel dom zoen boot den koel biet gaaf bal zoon pier lauw wes maag os mat rook bijt geel kei poor geit zes rol bijt beest vier hap kaus roep roes pup vaas dik ree vuur schaap boog wijs rouw touw hees hal vee hik sjaus dak rug haak luik pil rijk gas eer doos ram keur zee raar duif men
5010114,kaart2B, blok speer twaalf win winst kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw praan sterk plat herfst prins verf snee boord kers graacht ster korst plooi kruid licht keer krent wand proef schaats vreemd gram plutsch
5010114,kaart3B, neushoorn rietje verkeerd alfabet alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruitdeelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal reisviet
5060102,kaart1B, kerzeenek basmeel don zoen boten koop biet gaaf bal zoen peer lauw bes maag oos mat rook bijt geel kei poor poor geit zes lo buit bees weer hap keus roes bub waas stik re buur gaap bo wijs rauw taal hees ha haw wee hik zalzen dak rug haak leuk peel rijk gas eerdorp
5060102,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuur semaal spleek held sneeuw graan raam sterk plat herfst prins werf snee boord kers gedacht ster kort plooi kruid licht krent wans groef schatst vriend gramme kleutst tronstrip toets draai hulp knap haast merp dwaal rond speels druk klei stop dwerg sproed blond veer vleur
5060102,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruiteld aanzienlijk lichaamsteel opa kanaal beloning zindelijk verraderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine
5060104,kaart1B, heres a neck bath meal dont you know its the end cool a beat have a ball zone beer loud betchmark ass mutt croak bite gill kite porr porr kite lizards little birds bees fear hop cows goose pup vase duck grave ur grab bog wise row towel haze haw wee hick souse duck hue rug hack leuk pearl reik grass air dose ram cure zebra calf man doe peep om grine gas pint rook line mal ham leuk win cool bark a beater a board hose well um toss hot yo dough tac tac tac duck toe
5060104,kaart2B, luxpertoire wieskopf paarsla stierpacht grashoofd schroefhoofd melkstaart zalmsegerijkerk sturzmans bleek houtsturm brabant sterkplat herfstpunt verversneeuwbord kers asgeracht sterrkorts blooie kruid lichtkrat hansen groverstraat sprengt geram kluts vertrouwensstrip toets draaien verhoop knap haastenmerk twijl rond speels druk kleistop dwergsbroed bloedvoer mondvoer stank glimp straf tint zit gehast snoer beeld graat langsgriep sterredaar stroefwens groonstomp klaardraaf wisswaard
5060104,kaart3B, nu is het gewoon netjes verkeerd alfabetisch ik sport lineaal hartelijk met busmaatschappij populair honderd complex traagend gekening morgenochtend geweld lauweieren uiterst grootdeel aanzienlijk lichaamsdeel opa kanaal belonging zindelijk veranderen aardgas compleet vogels spinnenboksen temperatuur klimaat natuurtalent potsing neefmachine middenhaal geefpiets attentie soepel nans ha wijsvinger baron kaartrecht proeven reisgids absoluut instapkaart vereniging voetbal binnenwand aardblok boekland ganingswerken prima stedelijk winkelwagen reisveld herhaling kutjes autohut herhaling stafdierval duo weerswoog
5060106,kaart1B, kees zee nek baas meel donk zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei poor geit zes lol buit beest vier hap kaus roes pup vaas dik ree vuur gaap boog wijs rauw dauw hees hal vee hek zaas dak rug haak luik pil rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas pin wolk lijp maal raam jeuk min koel bak vee door heus laan oen tas rot jauw doof daak duik
5060106,kaart2B, blok speer twaalf winst kast spaart slaat stier pracht wil schroef grof melk staart zels graan kerk stoers mas bleek held snel braam sterk plat herfst prins verf snee bord kers gracht ster kort plooi kortst plooi kruid licht krent vond proef schaats vreemd gram kluts trood strip toets draai hulp knap haast merk dwaar horond spuls druk klei stop dwerg sproed blond vloer sank glimp straf tent gast snoer beeld graaf langs griep sneeuw darm stroop wens klont stomp klaar draf wart proos fruit sterk baas grof
5060106,kaart3B, nuis van rietje verkeerd alfabetische export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig lawaaierig uiterst fruitteelt aanzienlijk lichaamsdeel opakanaal belonen licht zindelijk veranderen aardgas compleet volgospin boksertemperatuur klimaat natuurtalent bossing niet machine mini araal reeffiets attentie soepel ondanks wijvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal
5060111,kaart1B, kier kier zee nijk baas meel don zoen bot ten koel wiet gaaf bal zoon pier luil bes maag kos mat rook bijt giel kaai poor geit zes lol buit pees vuur hap kous loer pup vaas dik ree vuur gaaf boog wijs rauw taal hees halve hik saus tak rug haak luik pul pul rijk gas gas eer doos ram puur zeep raar duik men dol piep ont en gaas pin wok lijn waal raam heuk min koel bak heen boor heus laan ont tas rot jouw doof taak duik duik tol kies boeg kies boeg lap vol zeer buien lek vies kaal beek en roof deun bier voet bar hol bouw euk hetereus kat laar geit nis
5060111,kaart2B, blok speer touw wind kast paard sla steer pracht wild schreef schroef grof melk staart zas gerand kerk stuurs mal bleek held sneeuw braam sterk plat hefst prins zwerf snee bord kers gracht ster korts plooi kruid licht krent wang proef schaats flink glam kluts troon strip toets draai hulp knap haast merk dweil rondspeels druk klui stop dwergsbloed blond vloer stank glimp straf tint gast snoer beeld graad langs schriep sneeuw darm stroop venst klont stomps klaar draf zwart proost vrouwt streng baas krab spoor nieuws blaar bocht krijts grauw triest graag strik krant inkt voort film snij troost brul sprul plus arm brief mist balk steunt vlot blaai mast grint slaktroep ernst pols naast glad scherf hart sluus plant kort plein strik groet schurk draai laatst vondst
5060111,kaart3B, deze liedje verkeert af en weet je ik sport lineaal hardtelen busmaatschappij populaire honderd complex straande rekening moog auton lawaai uitrustend verdrietig aanzindelijk lichaamsdeel opa kanaal doe maar iets rustiger zindelijk veranderen aardgas compleet vogelspin boksen temperatuur klimaat natuurtalent botsing niet magine mineraal racefiets attentie soepel onlangswijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal binnenband aardappel plant reddingsmedewerker prima stedelijk bunkerwagen rijstveld herhaling kritisch activiteit autorit heling staafdiagram doen onderweerswolk neutraal stapkamer de rommel persikon voedingsstoffen klotpapier kruispunt bureau zojuist buurtbewoners duizendpoot clubhuis verdrag kwartiercentimeter ieder voorlopig kanshebber bestaan kompoel stoop zijdag muziekant werkplek schuldig parkeerterrein oorlog school vakantie buitenhobby mentaliteit glanswerk kennis botsing
5060115,kaart1B,
5060115,kaart2B, blok speur twaalf wind kaf paard slaat stier pracht wild schroef golf melk staart zel graan kerk trus maas bleek held zweel drak blad heer licht pens vijf sneeuw brood graan kerst kracht ster korst bloer fruit licht krent wand broer schaats vreemd ram kreus droom stip toet draai hulp knap haast mei dwaai rond speel druk klei stof twaers troep blond vloer stam glip draf ten gast sneur bleed kaart langs licht groep sneeuw droom stroop wind schrond stomp klaar draf zwart proos vrijs ten
5060115,kaart3B, er is een rietje verkeerd alfabetisch export exportlinieën hartellen busmaatschappij busmaatschappij populair honderden koopplek starttelend rekening morgenochtend lawaai uit de rust fruit telt aanzienlijk lichaamsdeel opa kadaal beloning ziendelijk veranderen aardgascompleet hooghospital boxer temperatuur klimaat natuurtalent krietsing niet magische mineraal hefastiet reisfiets antenne thee soepel donkers wijsvinger
5200104,kaart1B, kier zee nek baas meel don zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei poor geit zes lol bijt pees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw taal hees hal vee hik saus dak rug haak luik pul rijk gas eer doos ram keur zeep raar duif men dol pier oom rijn gaas pin wok lijn mouw raam jeuk min koe bak veen boor heus laan oen tas rot jauw doof taak
5200104,kaart2B, blok speer twaalf winst kalf paard sla stier pracht wild schroef grof melk staart zelf graan kerk stuurt stuurs mals bleek held sneeuw braam sterk plat herfst prins verf snee bord kers gracht ster korst plooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwijl rond speels druk klaai stop dwerg sproet blond vloer stank glimp straf tint gast snoer beeld graat langs
5200104,kaart3B, neus voor een rietje verkeerd export lineaal hartelijk busmaatschappij populair honderds complex stralend rekening morgenochtend lawaairig uitterst fruit teelt aanzienlijk lichaam stil opa kanaal beloning ziendelijk veranderen aardig de gas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attentie soepel ondanks wijsvinger de roentgen kraa kaars
5200105,kaart1B, keer zee nek baas meel dom zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei vor geit zes lol buiten beest vier hap kaus roes pub vaas dik ree vuur gaap boog wijs grauw staal hees hal vee ik zels dak vrucht haak luik beul rijk
5200105,kaart2B, blok speer twaalf winst kaft paard slaap stier pracht wild schroef grof melk taart zelfs graan kerk stuur mals leek held sneeuw braam sterk blad herfst brin vers sneeuw snees bord kerst gracht ster korst plooi kruid licht krent wand proef schaats vreemd graam klust
5200105,kaart3B, neushoorn riet verkeer alfabet export lineaal hartelijk busmaatschap populair honderd explele stralen rekening morgenochtend lawaaierig uitserster fruiteel aanzienlijk lichaamsdoel opa kanaal beloning zindelijk verandering aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets atletiek soepel onthanks pijsvinger beroep kaars stengel proeven
5200113,kaart1B, kier zee nek paas meel dom zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kaai bor gruit zes lol puit bees vier hap kaus oos bub baas dik ree vuur gaaf boog wijs raam taal hees al vee hik saus dak rug haak lauw luik puin rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas ping boek lijn mouw raam heug
5200113,kaart2B, blok speer twaalf wind kalf paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mouse bleek held sneeuw braam sterk blad herfst prins verf snee bord kers gracht ster kort kruid licht krent wand hoef schaats vriend gang klus troon strip doet draai hulp knap haast melk dweil rond speels druk klei stop dwerg spoorwit blond vloer
5200113,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk beursmaatschappij populair handig complex stralend rekening morgenochtend lawaaire uit fruit deel deelt aanzienlijk lichaamsdeel opa kanaal beloning zin zinnelijk veranderen aardgas compleet vol spin boksen temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets attentie soepel ondanks wijsvinger perron kaarsrecht proeven reisgids absoluut instapkaart
5200118,kaart1B, gier zee nek baas meel don zoen boot den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel klei poor geit zes lol buit beest vier hap kaus roes pup vaas dik rijk vuur gaap boos wijs gro taal hees hal vee hik saus dak rug haak luik peul rijk gas eer doos ram kuur zeem raar duif men dol piep oom hap rijn
5200118,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zels graan kerk stuurs mals bleek hilt sneeuw braan sterk blad herst prins verf snee brood kers gracht ster koorts blooi kruid licht kerk kern warn wand broef schaats vreemd gram klutsch troon streep doetsch draai loep
5200118,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk maatschappelijk populair honderd complex stralend rekening morgenochtend zwalig uiterst fruitelijk aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderd aardgas compleet vogelspin boxer temperatuur klimaat natuurtalent bossing lietse machine mineraal racefiets attentie soepel ondanks
5200201,kaart1B, kier zee nek vaas meel tom zoen boot den koel biet gaaf bal zoon bier lauw bes maag os mat rook bijt heel kei poor geit zes lol buit pees vier hap kaus roep pup vaas dik ree vuur gaap boog wijs rouw tal hees hal vee hik saus dak rug haak luik pael rijk gas eer doos ram kuur zeep raar duif men doel piep oom rijn gaas spin bok lijn mouwen raam jeuk min
5200201,kaart2B, blok speer twaalf winst kaft paard slaaf stier pracht wild schroef grof melk staart zelfs graan kerk stuur smals bleek held sneeuw braam sterk blad herfst prins verf snee bord kerst kracht gracht ster korts blooi kruid licht krent wand proef schaats vreemd gram klutst droom strip toetst draai hulp knap haast merk dwel rond speels druk klei stop dwerg sproed blond floor stank glimp straf tint gast snoer beeld graaf langs grief
5200201,kaart3B, neushoorn rietje verkeerd alfabetisch export lineal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uiterst fruitteelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderend aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing mietmachine mineraal racefiets attentie soepel ondanks wijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart tweeling voetbal binnen pand
5200211,kaart1B, gap boog wijs rouw taal hees haal vee hek zuis tak rug haal haak luik peul rijk gas eer doos ram kuur zebra duif men dol piep oom rijn gaspin rook lijn mouw
5200211,kaart2B, blok speer twaalf winst kracht paard sla stier bracht wild schroef grof melk staart zelfs graan kerk stuurs maas bleek held sneeuw bruin sterf blad herfst prins verf sneeuw bord kers kracht sterf koorts klooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knoop haast merk dwel rond speel druk klaai stopp zwerg sproet dond vloer stank glimp straf tint gast snoer beeld
5200211,kaart3B, nu zon rietje verkeerd alfabetisch export lineaal hartelijk bus maatschappij populair honderd complex stralend rekening morgenochtend lawaairecht uit nest vrouwtild aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing nietmachine mineraal racefiets attentie soepel ondanks wijsvinger beroemd kaarsenaart proeven reisgids absoluut instapkaart tweeling voetbal binnenland aardappel plant
5200212,kaart1B, akeer zee nek baas meel dom zoen bot den koel biet gaaf bal zoen pier lauw bes maag os mat roep bijt geel kijk boor geit geit zes lol buit bees vier hap kous roes pup vaas dik ree vuur gaaf bot roeg wijs rouw touw hees houw vee hik zout dak rug haak luik uul rijk gas heer doos ram keur zeep raar duif mendel piep omer rien gaas pin wok lijn mauw ram juik min koel bak veen boor
5200212,kaart2B, blok speer twaalf winst kaft paard slaar stier pracht wild schroef grof melk staart sels graan kerk stuurs mals bleek held sneeuw bram sterk plat herfst prins verf steen poort kers kersgracht ster koorst looi kruid licht krent wand proef schaats vreemd graan kluts troon strip toets draai hulp knak haast merk dwel rond speels druk kei klei stoep dwerg sproed ploont vroeg
5200212,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uitterst fruitdeelt aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal racefiets atentie soeplepel ondanks wijsvinger beroemd kaarsrecht proef reisgids absoluut instapkaart tweeling voetbal
5200213,kaart1B, kier zee nek baas meel dom zoen poten dendel biet gaaf pauw zoon pier blauw bes maag os mat rook breid geel kijk bor geit zes lol buitenbeest vier hap kous roes pup vaas krik veen vuur gaap poog wijs rouw taal bes halveen hik zoos dak rug haak luil puil rijk gas eer doos ram keur zeer raar duif men doof piep om rijn gaas pin spook lijden
5200213,kaart2B, blok speer twaalf winst kalf paard slaar stier pracht wild schroef grof melk taart zels graan kern stuurs mouse bleek held sneeuw braam sterk plat heerst prins verf snee bord kerst geracht sterk kort plooi kruid licht gerend wand grof schaats vreemd gram kluts stroom strip toets draai hulp knap haast merk dwel rond speels druk klein stop dwerg sproet rond
5200213,kaart3B, nu zon liedje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruit teelt aanzienlijk lichaamsdeel open kanaal verloding zienlijk veranderingen aardgas compleet vogelspin boxer temperatuur klimaat natuurtalent bos botsing lietmachine
5200216,kaart1B, kier zee nek blaas loon bloem loon boot den koel wiet gaaf bal zoon speer lauw west maag os mat rook rook bijs geel kei poor geit zes lol buit pees vier hap koud roes pup vaas dik ree vuur gaaf boog wijs rauw tal hees hal vee hik zausdak rug haag luik bel rijk gast eer doos ram vuur zeep haar duis men boel fiets
5200216,kaart2B, blok speer tal winst koop paard sla stier kracht wild schoof hoofd melk staart bezelf kraan kerk stuurs mas leeg held sneeuw raam sterk blad herfst kunst verf sneeuw boord kerst kracht steenkoert plooi kruid licht kind land proef schaats vriend ram kunst troon trip toets draai hulp knap kaats
5200216,kaart3B, nu voor een rietje verkeerd alfabetisch export neem je al hartelijk beuzemaat schat bij een populaire honderd complex stralend rekening morgenochtend lawaaiig en thurst voor een riet aanzienlijk lichaamsdeel opa kanaalbeloning zindelijk van de hemel aardgas compleet vogelspin boekse temperatuur klimaat tuurtalent boekse niet machine inhaal reisfiets ont
5200222,kaart1B, kier zee nek baas meel dom zoen boot den kool biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel kei por por geit zes lol buit spees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rauw taal hees bal hal vee hik saus dak rug haak luik peul rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas pin volk vo volk lijn mouw raam jeuk min koel bak
5200222,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuur mals bleek hult sneeuw braam sterk plat herfst prins verf snee bord kers gracht ster korts plooi kruid licht krent wand proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwijl rond speels
5200222,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruitteelt aanziendelijk lichaamsdeel opa kanaal beloning ziendelijk veranderen aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing niet machine mineraal
5210102,kaart1B, kier zee nek baas meel dom zoen boot denk koel biet gaaf bal zoon pier lauw bes maag os mat rook buit geel kei poor geit zes lol buit pees vier hap kous roes pup vaas dik ree vuur gaap boog wijs rouw tal hees hal vee hink saus dak rug haak luik peul rijk gas eer doos ram kuur zeep raar duif men dol piep oom rijn gaas spin rook lijn mouw raam jeugd mint koek
5210102,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs mals bleek held sneeuw braan sterk blad herfst prins verf sneeuw boord kers gracht ster koord plooi kruid licht krent land proef schaats vreemd gram kluts troon strip toets draai hulp knap haast merk dwel rond speels druk klei stop dwerg sproed blond vloer stamp glimp straf
5210102,kaart3B, neushoornrietje verkeer alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaairig uiterst frauteerd aanzienlijk lichaamsdeel opa kanaal beloning zindelijk veranderen aardgas compleet vogelspin boksen temperatuur klimaat natuurtalent botsing liedmachine mineraal racefiets attentie soepel ondanks wees vinger beroemd kaasrecht proeven
5210104,kaart1B, kikker zeenek baas meel dom zoen boot den koel buut gaaf bal zoon pier lauw wes maag os mat rook bijt geel kei poor geit zes lol buit beest vier hap kous roes kup vast dik reef uur ga boog wijs rouw taal ees hal vee hik zout dak rug haak leuk luik pul rijk gas eer doos rand kuur zeep raar duif mendel piep oon rijn gaas pin wok lijm mouw raam uur
5210104,kaart2B, blok speer twaalf winst kaft paard sla stier pracht wild schroef grof melk staart zels graan kerk stuurs mals bleek held sneeuw braam sterk plant herfst prins verf sneeboord kerstgracht sterk koord splooien kruid licht krent wand proef schaad vreemd gram klut troon strip toets draai hulp knap haast merk duel rond speel druk kwijk klei stop dwerg sproet blond vloer stank glimp straf stink gast snoer beeld
5210104,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk bus maatschappij populair honder complex stralend rekening morgenochtend lawaaierig uiterst fruit deel aanzienlijk lichaam stil opa kanaal beloning zindelijk veranderend aardgas compleet vogelspin boxer temperatuur klimaat natuur talent botsing niet machine mineraal racefiets
5210105,kaart1B, keer zee net nek vaas meel dom zoen boten den koel biet gaaf bal zoon pier lauw bes maag os mat rook bijt geel keib boor geit zes lol buit beest vier hap kous roespuk pup vaas dik ree vuur gaat boog wijs rauw tal hees hal vee hik zout stak rug haak luik beul rijk gas eer doos ram keur zeep raar duif men dol piep oom rijn gaas pin wolk lijn mauw raam jeuk meen koel bak veen boor heus laar
5210105,kaart2B, blokspeer twaalf winst kaft paars sla stier pracht wild schroef grof melk straat zelfs graan kerk stuurs mals bleek held sneeuw braan sterk plat herfst prins verf snee bord kerst gracht ster koost koorts plooi kruid licht krent wand proef schaats vreemd gras kluts troon stip toets draai hulp knap haast merk dwel rond speels druk klei stop dwerg sproed blond vloer strauw
5210105,kaart3B, neushoorn rietje verkeerd alfabetisch export lineaal hartelijk dusmanschapij populair honderd complex stralend rekening morgenochtend lawaairig uiterst fruitielt aanzienlijk lichaamstil opakanaal beloning zindelijk veranderen aardgas compleet vogelspin bokser tempo natuur klimaat natuurtalent bos
5210106,kaart1B, kierzee nek baas miel tom zoen poot den koe biet ge gaaf paul zoen pier lau pes maag os mat rook bijt geel kei boor geit zes loel puit bees vier hap kaus roes pup vaas dik ree vuur gaap boog wijs rauw tal hees hal vee hink zausdak rugghaak leuk pel kijk gas eer doos ram keur zee
5210106,kaart2B, een blok speer twaalf winst kaft paard sla stier pracht wild schroef golf melle straat zelfgaan kerk stuurt mals bleek heild sneeuw braam sterk blad herfst prins verf snee boord kerst de kers gracht ster korst plooi kruid licht krent wans schroef schaats vreemd geron kluts ton strip toets draai hulp knap haast werk zelf grond
5210106,kaart3B, neushoorn reetverkeer alfabetisch export lineaal hartelijk busmaatschappij populair honderd complex stralend rekening morgenochtend lawaai uit eerste vrouwtels aanzien lichaamstil opa kanaal beloning zin de leuk ver anderd aardgas compleet vogelspin boksen temperatuur klimaat natuurtalent botsing niet machine
5250108,kaart1B, weiss rauw taal hees hal vee hik saus dak brug haak luik bel ruik gas eer doos dam ram kuur zebraar duif men dol piep oon rijn gas bin wolk wolk lijn maal
5250108,kaart2B, blok speer twaalf winst koft paard sla stier bracht wild schroef groot melk staart zelfs graan kerk stuurs maus bleek held sneeuw braak braam sterk plat herfstprins verf snee bord kerst gedag gebracht ster korst plooi kruid licht krent wand hoef schaats fret graan klutsch troon strip toetsch draai hulp knop haast meert dwaal rond speels druk klei stopt weg spoelt
5250108,kaart3B, neus on rietje verkeerd af alfabet export lineaal hartelijk busmaatschappij populair honderd complex tralend rekening morgen ochtend lawaairig uiterst fruit teelt aanzienlijk lichaamsdeel opa kanaal beloning zin de lijk veranderd de rim aardgas compleet vogelspin boxer temperatuur klimaat natuurland boxing niet machine minern rauw racefiets at tepsi soepel ondanks wijsvinger beroemd kaarsrecht proeven reisgids absoluut instapkaart
5250109,kaart1B, kier zee nek baas meel don soen boot den koel biet gaaf bal zon zon pier lau bes maag os mat rook beit geel kei poor geit ses loo buit dees vier hak kaus roes pup vaas dik ree vuur gaap bolg wijs rauw taal hees hal vee hik saus dak rug haak luik pel rijk gas eerdos ram kuur zebra duif door piep oon rijn gaas pin wok lijn
5250109,kaart2B, blok speer twaalf winst kraft paard sla stier pracht wild schroef grof melk staart zelfs graan kerk stuurs maas bleek held sneeuw braam sterk plat herfst prins verf sneeuw bord kerstgracht sterk korst plooi kruid licht krent wand proef schaats vreemd graan pluts troon strip toets draai hulp knap haast merk dwijel rond speels druk klei stop dwerg spond blond vloer stank
5250109,kaart3B, neushoorn rietje verkeer verkeerd alfabetisch export lineaal hartelijk beursmaatschappij nul honderd complex stralend rekening morgenochtend lawaairig uiterst fruitteel aanzienlijk lichaamsteel opa kanaal beloning zinnelijk veranderd aardgas compleet vogelspin bokser temperatuur klimaat neutraal natuurtalent botsing nietmachine minieraal racefiets actief soepel ondanks wijsvinger beroemd
5250202,kaart1B, hieromzee nek baas meel domme zoen boter den koel biet gaaf bal zoon pier lauw bes maag os mat krok bijt geel kei por geit ses dolle bijt beest vier hap kaus roest pum vaas dikke weef uur gaaf boog wijs goud taal haas haal vee hik saus dak rug haak luik pel rijk gas eer doos ram puur zeven haar duif men dol piep oom rijn gaas spin wolk lijn vaas mouw raam jeuk wind koel bak veen boor heus laan oentas schot jouw doof taak duik tolk kies boeg lap vol zeer bui dek vies kaal weeg hennen rof vogel deur beer
5250202,kaart2B, stokspeer twaalf winst kast paars sla stier pracht wild schroef grof melk staart zelfgaan kerk zuur mals bleek held steel braam sterk plat herfst prins verf snee bord kerst brach ster korst plooi kruid licht krent wand proef schaats vreemd gaan gram klust kroon strip toets trei hulp knap haast merkt wauw rond speels druk plei stopt werg sproet blond voer stank glink straf dienst gast snor beeld graag langs griepen zee darm soop wens blond stomp waar daar draaf zwart proost fruit streng braars krab spoor nieuws daar bocht rijt schaal terwist graag strik strijk kans ing voort veel snij troost
5250202,kaart3B, nee zon ritje is verkeerd alphabet export linea hartelijk busmaatschappij populair honderd complex zalen rekening morgenochtend erbij recht uitrusting fruitstijl aanzien lichaamsdeel openbaar kanaal beloning zindelijk veranderd aardgas compleet vogelspin bokser temperatuur klimaat natuurtalent botsing nietmachine mineraal racefiets attendent soeplepel soeppel ontdanksverwijs springer rond kaars recht proeven reisfiets absoluting slaapkaart tweeling voetbal binnenland aardappel planten renningswerken prima steenlak winkelwagen reisveld herhaling kritisch autorit herhaling staf dieren duur en onweerswolk natuurwel slaapkamerdeur rommel perzik voedingsstoffen klaspapier schuifspunten
5250207,kaart1B, kiezenik baasmeel don zoen boot den koel biet gaaf bal zoon pier lauw but bes maag os mat rook opbijt geel keit poor geit zes lol buit pees vier hap kaus roespup vaas dik ree vuur gaap boog wijs touw rautouw taal hees half hee hik saus dak rug haak leuk puil rij gas eer doos raam kuur zeep raar duif men dol piep oom rijn gaas pin rok lijn maal raam jeuk min koel bak veen boer heus laan hoem tas rot jouw doof taak duik tol kies boeg lap vol zeer puil lek vis kouw beek hen rolf
