participant,word list,Wav2Vec2.0-CGN
5010101,kaart2B,bloek speer twalfwinst kalf paartsla stier bracht weeldschroef gok melk staart zelf graan derk stiert malsbleek eltsleeuwbra sterkblad herft brint veer sneebord kerk gracht sterrenkoort plooi kruit licht en krent want ploe proef schaats vreemd gram kluns trooi drippoets toets drai hulpknat klap hatmelk twealrondbeelst druk klei stopt dwergsroedblons vloer stang glimt straftint grast snoerbeeld grei langsgritsneudarmstroop wensklon stromklaar
5010101,kaart3B,nivoorfitsje verkeerd olverbetisch expo poorts liniou hartelijk bus maatschappetij populair honderd complex stralend regenend morgenochtend lawairig uiterste frifruiteel aanzienelijk lichaamsdee opa kanaal beloning verdeende verzingde lijk veraster verander veraderd veranderen aardgas compleet vogelspin booksetemperatuur kmaat turtelent bootsing niet machine idirauwrefiets aak uh actrice soepel ondanks wijvvinger beroemd kaasrecht roeven ne rijscheeds absoluut instappen instappen twee li al
5010110,kaart1B,kirce neke bas mil dom zoon boot den koch koe bit gaaf balzon pier blauw lauw besmag osmat loke beit geel kei dopohport g geit zes nompe buit b vier hob kouser rospup faas dik re vuur gaap uh boog bij sratal hè hees ha hoh vehik suusdok duha aklui l luik pu holrekgas eer dooserankuur zee zeperaar duif men do
5010110,kaart2B,lok spiert welwin unst ka kaft paardsla stier prach te weel schuro geloof melk staart zelf gedaan de kerkke s stuurs maa mals ble bleekheel hel sneeuw blaam sterk l plat herst pins versnee bord cersh gracht ster cors gort plooin kruit licht kakrentwand proef schaat vreemd gramm klut troon en strip toetsdraai je hu hulpknaphas melkdi rond spils druk keistop
5010110,kaart3B,neuzs gewoon en riedje verkeerd oh offa betisch export lineal hart hartelijk bsma maatschappij hier pop populair honderd complex stra stralend rekening mor genochtend lawaairg t uit uiterst fruit t tielaanzienlijk licha lichaam sdeel opa kanel beloning s zinder zin dullik veranderen art rtgoscomply compleet vervolgend spint boksar t
5010114,kaart1B,kier zee nek bas mel don zoen boot den coel bid gaaf bol zon bier lao wes maag os materook bit geew kei poor geit zes rol dijt bs vier hap kous roep roes put vas dik re vuur gap boog wijs row taal hees hal ve hik sauws dak rug haak luik beel rijk gas eer doos ram keur zee uh rar duif men
5010114,kaart2B,blok speer twaalf wen winst kalf t paard sla stier pracht wildde schroef grof melk staart celfs graan kerk stuurs mals bleek elt sneeuw braam sterk ve plat herft prenes verf scnee boort kers gacht ste kor tplooi gruit licht ker grent want progproef schaat vreemd gran klut
5010114,kaart3B,neus horn ritje verkeerd al fabe alfebetis exsport lineaal hartelijk een busmaatschappij populair honderd complex tstralend rekening mmorgenochtend lawirig uiterst fruitilt aanzienlijk lichaamsdeel opa canel beloning zindelijk verandelen aardgas compleet vogelspin bokser temperatuur klimaat natuur tra natuur talent bulcingv niet marcine ral reisfied
5060102,kaart1B,ker zee nek bas meodon zon bolt en cul bit bied graaf bal zoen bier lau wes maag oost mat rook it gil ki or po geit zes lo buit bees weer hap keus rous pub vasdek re uur gap bo riisrl dal he s a hoh v ik selse dok rug hak leuk bul rijk gos er
5060102,kaart2B,lokspeer twalf winst gcaft bartselaas tier bracht wild schroef gro sa groft melk start zelfs graan kerkstusenalsv bleek helt senil bran bram sterk pla plot herfs prins werf sne ne bord kers gedacht ste cortst plooi kruit licht krent wont froef schatst friend granme kleutsttronstrip toets draai heel knap hast merk dwil rond speels druk kleie stop terg sprud blond virv nv
5060102,kaart3B,neusorv riedje verkeerd alve bettish export linialv harte luk busmaans gapei populair hunderd complex dralend rekening morgenochtend lowaairug uits uiterst fre fretelt aanzienlijk aanzienlijk lechaamsdeel opa kun nou belo belonic zindelijk verraderen ar art artgas compleet vogelspinv bokserv bokserv t temperrater klimaat natuurtalent botsing nietmachine
5060104,kaart1B,kir zev nek basv malv domv sonv botv denv korelv bitv gav balv sonv pirv laev betmag os ma thek obij te gel kijk por por get glees lolv bu tev bes firn hop kaous rouspe fas dukre vuur graapboog weige rel taalhees halvewe hike saus dak ge rug haken leuk bul rijk grasie ar doosraddenkuur ezeveraar cef men dol piep oom grijn gas entok ln maremjek gwenen kbakken en beneden bor huis a das got jou do tak jo dol
5060104,kaart2B,lokswer draf brits paf paslaas tier heft gachte wes go go welke staart as al gijkijk cursmons bleek hetsten gawester plat havespgen s verves ne bod cers ahgacht istav cordsv bloev cetv licht e kat gewoon zon goverstraat is vreemd ram klutsen tote strep doets trijen hohklap haastemerk twiel goons spilestruk palistop d we gesproed no op de vlour mande vloerstan em traf tin zest gast snuerv brult gaat langs riep en dv scev darv v overv wennes crunv stond klardraf of zwart
5060104,kaart3B,nees ghoor neus orv necuv ofv thev carkv offerv rtisv ev swortv rinv o hartelijk nee bestmat schaperij bobulair hondeus complex trvend gikening morgenochtend e ol eieren ute groot deel e aanzienlijk uh lichaamlijk deel opa kanaal barlongeo u zindeik van ganglige aardiges complet vogelspenen bolksertapparatuur klimaat natuurktalent botsing niesmachine idegaal gefbiets het ten sisoupo env don ha ge wes vinger de groenv kaars reg grouvenv hij schits ascedutv amstopv cartv feneringv hovbal lennewandv ardblatboplans ga di zo werken fhema stedelijk ge mun colwagen an gigenveld herhalik kritis auto rin halik staf eogro we due ademerse wolk
5060106,kaart1B,kis zee nekba mel don zon boot den koe bia bied gaf boh zoon pir lo wes mah osmat rook bet geel kei poor geit zes lol beit pes vier hop cos poe rous pup vas dek re vuur gat bulg wijs rouw tal hees ha ve hik sas dak rug haknluik beel rijk gas eer toos ram kuur zeet raar duif men dol e piep oom rijn gas pin wolk lijn maa raam jek men koel bak vee door heus laam oen atas de rot ja dof daak duik door
5060106,kaart2B,blok spee waal wis koft spaarte sas tie procht wil schroef groa uh grof melk staat zelfs graan kerk stuus mos bleek helt snul bram sterk blod herfst prins verf snee bord kers gracht aster kort plooi korts plooi kruit licht krent van proefschats vreemgrom kluts troon stria ta strip toets drii hulp knop hast merk dwi horond spuls druk gelij stop uh deweg sproet uh bla uh blonnd vloersank glimp straf tent gast snoerbelt graas langs grip snedarm stro wens geklont stomp klaar dras wart uhm uh pros fruit strenk baars krap
5060106,kaart3B,nee soon ritje verkeerd offebetice export lineal hortelik busmatschei schappij popular honderg complex stralend rekening morgenochtend uh lawaierig laweirig uiterst fruittilt aanzine lejk lichaamsdo opa kanaal belon belonnen belone ng zindelijk veranderen idgos compleet voa volgelspin bokse bokser te te tuur klimaat natuurtalent bosingv nit mochinv nog miner uh aral refids ate atentie suppe ondanks wijfvinger beroemd kaarsrecht proeven rijschids abs absoluut insinstapinstapkaart twee lin voetbal
5060111,kaart1B,kier kirze na basmilv don znvbo ten ko witv gagbazoonv pirv lo besv mag kostv mat ro biitv gil kaeporv gaikv tev zesv lo buit pees gier hap kous ro pub faas dik re vuur gaap bogewijs uh roo touw hees hal vee hik zaus tak lo haak luik pul pul rijk gas s eer dosram g zeperaar dotman dol piep oont en gas pin wok len wau am leuk mincoe bavin bor heus aan un tas not ja dof tag duiduik to kis bo kis boeg lap for zerbuin lek viskau beek en rof deen bier uh voet bar hol bouw uk heettres copla gek ni nis
5060111,kaart2B,blokspeurtrouw vinskaft paard slaastier pracht wild sere schroef o melk staa zelfs grane kerk stuurs mal bleek heltsneuw blaan sterk plat hefst printzwerfsneebort kersgracht sterk korts plooi kruit licht a krent wa ploegschaatsvreemd glam kluts troon strip toets draai heel knap haast merk dwijl rol speels druk klei stop dwergsploed blond vloerstank glimp straf tint gassnoer belt gradlang schriep snedarmstrook wenst klont stom s klaar drave zwart ploost vrout streng baas klappe spoor nieuws blarebocht krijtsgrouw trist grag strik krant inkt fortfilm snij troost bruls prul plus arm brievenmistv bak stunt flot bla blij mastgegrind slak troep en spools naast geladsurf hart slus hart sluwplant cort plein strip goek schuttrai laats fons
5060111,kaart3B,nee zon liedje verkeerd af ge bek die export lia hartelik busmaatschappij populair wonden t complex straan de rekeningen mog opter om dar wa je daguitrustenet voor liet tl en zindelijk lichaamsdoel opa kannsorshen zindelijk veranden vranderen aardgas compleet vogels bij een boken tebltiek klimaat detutaen botsing niet meer i minaa lesit etten zi soepel onlangs wesvinger bolon kaasrecht ploe ven reisgids absoluut enstpkaar tweling voetbal binneband aardappelpland reddingsmedewerker prima stedelijk denk al wel geles ad heanen kritisch acturiiteit autorit helings staafdiagam doen onde weerswolk netrouslapcamerdeur rommol plastice voedingstofva klata pier kluispent budo zojuist buurtbewoners duizend bot clubhuis verdrag kwartier centimeter ieder voorlopig kans hebber bestaan com postoop en zijdag mus kan werk plek schultig parkeertellen oorlogschoolvakantie buiten hobby met divitet graans be kenis plotsing
5060115,kaart1B,uh kirse nek bas mil donzn ezunbol den coe bitegraaf bal zon bier lo bes mah oh o s os madro bet vo di borgeid es lonbutbis vier hakos ros uh pub fastdikrevi haboog vijsere ro tal hesha vingik zels dokkere haklijk o bel bel rijk gas eerdo doseradkur ze ragdenismendol piep oon rijn gast gas pin wklen nou raut men o bok seenbor uh heslae
5060115,kaart2B,bloekspier twafwins kaf paart slaas sdierpracht wel sch schroefgolf nou ok ze staartzelf grat der tus turs mas ble hel swil brap drec blad heer ihpins vijf sleeboord gokers krachtden kosx gruit negentkrent want uer schaats fren ramkres droom stiptoet drif hulp knapen haast merk uhm ndwae rond speel dre kleinstop twergsoeblond vloersta gletstraf in hastsmeur uh bleed gablansetin snee branstroom windsklomt stom vlaar traf zwart spols vrijsek
5060115,kaart3B,des een reetje perkeert af alva b tis ex export xportv ia hartel uh busmaatschappij butsmaatschappij popular honderden conplank start tillend rekennu morgennochtend uh lawairug ui de rest fruit tilt azielijk lichaamsdeel ova cadaal be lole znde leuk vor andere aardgascole hooghosbig boker te bregtjer klimaat turtalen sen niet magisch mineraal hij vas zie ruis seet an uh anten d soepel en dans en vijs vinger
5200104,kaart1B,kier c nek baas meel dom zoen boot den koel bied gaaf bal zon pier lauw bes maag os mat rook bijt giel kei poor geit zes rool bijt bees vier hap kous rous pub vaas dik ree vuur chaap boog wijs rauw taal ees hal vee hik sausdak rug haak luik pul reijk gas eerdoos rampkeur cepra duif men dol bier oom rijn gaaspin woklijn mau raam jeuk men koe bak veen boor heus laan koen tas rot jouw doof taak
5200104,kaart2B,bloek spier twaalf winst kalf paardsla stier pracht weeltschroef grof melk staart zelf graan kerk stuurt stuur mals bleek helt sneeuw braam sterk plat herfst prinsverf smeebord kersgracht ster koerst plooi kruit licht krent wand proef schaatsvreemd gram kluts troon strip toetsdrei hulpknap haast merk dwijl rond spilsdruk klai stop dwer sproed blond vloer stankglimp straf sdenkt gast snoer wild graat langs
5200104,kaart3B,neus gewoon rietje verkeerd export lineaal hartelijk busmaatschappij populair honderk complex stralend rekening morgenochtend lawaairig uiterst fruitteelt aanzienlijk lichaamsdeel opa kanaal beloning ziendelijk veranderen aardag de gas compleet vogelsbin bokser temperatuur tklimaat natuurtalent botsing nikmachine mineraal recfids athentiek soepel ondanks wijsvinger beroemd kra k
5200105,kaart1B,kier zee neck bat meel dom zoen boot den coel bid ga bal zoon pier low bes maag os mat rook pijt giel kei vor geit zes plo buiten bes vier hapen kous rous dup fas dek re vuur gap boog wijs krouw koul hees halv hik saus dak ug haak luik bul rijk
5200105,kaart2B,blok speer twaalf winst kaft paard slaap stier kracht wild schroef groa grof melk taart zolfs graankerk stuur s mal s bleek helt sneeuw braam sterk plak herst grins vers sneeuw sneew bort kest gracht ster kor rust cor corst plooi kruipt licht krent want proef schats vreemd gram klust
5200105,kaart3B,neushoorn ried verkeer al fabet expoort lineaal hart teluik busmaatschap populair honderd exple plek stradum re canning morgenochtend lawaaierig uits erste fruitdeel aanzienlijk lichaamsdoel opa kanal beloning zindelijk ver al verandering aardgas compleet vogelspen bokser temperatuurklimaat natuur talent boltsing nietmachine mineraal recefids aaten atletiek soepel ondanks wijsvinger beroep kaar kaarstengel roefen
5200113,kaart1B,kier zee nek baas meo dom zon boot den koe ied ga bal zon bier la best mag osmat robit gil kei bor geit zes lul puit bs vier hap kous os bebvas dik re vuur gabogijs rou taal hes oh vehik saus dak rughaak lau luik uil rijk gas eerdoos ram kuur zeep raar duif men dol piep oom reijn gaasping wok lijn mau raam jeuk
5200113,kaart2B,blok speer twaalf winst kalft paard sla stier pracht wild sroef golf melk start celf glan ker stuurs mals bleek elt sneuw bram sterk blad herftprinsverf ssne bord kes grachster gord lgruit lich krend wand us oschaats vremd go klesh tron sche strip doet drei hulpknap haast merk din rond spels druk klei stop dwer spoeid blond vloein
5200113,kaart3B,nee zoen rietje verkeerd alfanbetisc exportlineaal hartelik beursmaatschappij populair honderd complex stralend rekening morgenochtend lawaren uit egega fruit dee deelt aanzienlijk lichaamsdeel opa kanaal beloning zin zinne leuk veranderin aardgras complet wo spinn boekse temperatuurklimaat natuurtalent botsing niet machine mineraal racvid atentie soepel ondanks wijsvinger bromd kaarsrecht proevenn ruisgids absoluut in stapkaar
5200118,kaart1B,kierv zee neck bas mil don seizoen bos den cool biet gaaf bal zon pier louw besh maag os mat rook bii is een geel klei poer geit zes lol buit b vier hap caus ros pup fas dik wek vuur gaap boos wijs g gro daal hesch hal ve hik sousdakrug leuk pel rijk gas eer doos room puur zee haar duif men dol piep oom rijn
5200118,kaart2B,bloek spier twaalf wint koft paart slang stier pracht weeld schof grof weelk start zels graan kerk tuurs mals bleek hels sneeuw braam sterk blant herst brens ferf snee lrtv kersv gracht ster corshv plooi kruit licht kerk kern warn wand proef schatch vreemd gram clutch droon strip dots drai hulp
5200118,kaart3B,neus horn rieefv keersv alfabet dis ef poorsv jouw hartelijk plus smaat schappen la ik populair honderd complex sa dralen stralend rekening morgenochtend scwallig ouns arst get te leuk aranzienlijk lichaamsteel opa anelbeloni zindelijk verranderd aardgas compleet vogelspen bokser temperatuur klimaat miltuurtalent bossing niatsmachine miiraal recwiet abtentie soepel ondanks
5200201,kaart1B,gier c nek tas mel don zoenbot den col bied ga wal zoon bier lauw bes maag of mat brook bijt geel kei bor geit zes lor buit bes vier hap kous roep bup vaas dik ree vuur chaapboog wijsrouwtal hees hol re hi saus dak rug haak luik ba um jo il rijkgas eerdos pram kluur ceep raarduif men dol piep oom rijn gaaspin wokplin mouwenraamjeuk men
5200201,kaart2B,blok spiertlowinstkaft paard sla stier bracht weelt schruf grof melk staart zelfsgraankerkstuurs hals blee n helt sneeuwer braam sterkplad herfdeel brins verf sneebord cerf grahtgracht sper kort plooi kruit liggen krent wandproef schaats vriemd gram klurt dramstrip doets draai hulp nap haastwerk dwel brondspeels druk klei stop dewerg speroet blond vloer stank glimpstraftint gast smoer bilt geraat langs griet
5200201,kaart3B,neusden riedje verkeerd ofabettis export linial hartelijk bus busmaatschappij populair honderd complex stralend rekening morgenochtend lawaaierig uituiterst fruittilt aanzienlijk lichaamsdeel opa kanal beloningzindelijk veranderend aardgas compleet vogelspin boksen temperatuurklimaat natuurtelijk botsing n niet marsune mineral resfid a tenti soepel ondanks wijsvinger beroemd kaarsrecht proffen rijstgids oa absoluut instapkaart tweeling voetbal binnenband
5200211,kaart1B,e i kier ze ne bas nel don john bot denko bietof pal en jon en pier lo bes mas alles maas mat rookbet fil be bor geitse lul boit b vier hak kous ruus buk van tik revuur ga en boog rijs rouwtaal ees hol ve hek e saus dak ruggen mae hak luik en bul o rijn gas eer dos ram kuur ceprar en duif men dol bi om rijn ga ven rok lijn nou
5200211,kaart2B,blokber twaalf wenst bracht en paassnal stier bracht wild schrut een grote melk en stat kelt graan kerk en stuurs mase en bleef helt sneeuw braan sterblat herft brens verfsneebort no kers en gracht ester corts prooi kruit licht krant want brouf uats fremsfaam kluts trouwn t strip toetch draait hulpn knak haast merkdel rond speelde roukna stof werg sbrootplant vloei sestank glemp etraf tent gast desnor belt
5200211,kaart3B,neus vor een riedje en vakeerd en al vabetis ek sport iniet el hartelik en bus maaschappa en populair honderd complek en stratend rekening mor en achten la lawaai hierecht uit est n en bruitelt aanzienlijk lichaam deel opa canal belonin gin delek e verande uitgas compleet vogelsben b boksen taperatuur nklimaat natuurtalent badseem niet machine mine no resvits n atenti soepel ondanks wijsvingerbromd ae nahbroeve reisgiet absoluut instakkaart tweeding voetbalbinnenland aardapelplant
5200212,kaart1B,uh kiersee nek bas meel dom soen boot den ko uh ko wiet gaaf balsoon b pier lauwbes maag osmat rook beit geel keibor geit geit zeslon duit bees bier hap gous ros bub vaasdik we de vuur gaap boog wijs rouw tal gees halve hik sausdakde haak luik ul de rijgast heer doos oran ku kuur seerar duif nen dol piep olmer rin gaaspen o wok lin mouamjeug men coak zen bor
5200212,kaart2B,blokeer twaalf winst kaft paard un slanstier pracht win wild schroefgrof melk staartje zelfs graankerk stuur sturers maar mals bleek helt sneeuw braamsterk blat herft prins v verf stebort kers kersgracht ster koorst plooi kruit dicht krent want broefschaa schaats een vreemd grannets ststroon s strip doet dri hulp knap hast merk dwel rond speels druk ti kli stop dwerg sproet lond
5200212,kaart3B,neus hoorn reedje fekeert of betis ik purt lineal hat hartelijk busmaatschappij popular honderd complex stralend rekening morgenochtend lawaairig uit uiterst fruitelt uhm zien eleuk lichaamsdeel opaka nolbeloning zindelik veranderen aardgascompleet vogelspin bokertemperatuurklimaat natuurtalent bos botsing nitmachine mineraalrascfiets aten ad en die soeplepel ondanks wijsvenger beroemd daar zoureg broefreisgidsabsoluut in instapkaart tweeling voetbal
5200213,kaart1B,tier c ne das eol dn zun potden gbit haf hoson pier no des mag os mat rook bijt gel waar hij bor bgeites lol buit bees ierhap cousrous tub fas g ik twee vuur hap booglas row tal is uh holfe it sos dak roa ln bel rijkgos eerdoos rankuur c e duifnene dol pitohtren n o plijn of niet en
5200213,kaart2B,blokspier twoalf rinskoft paartslar stier pracht heeld schroef grof melk tart gels graan kern stuers mos bleek helt sneeuw braam sterk blad herst brenesverf snee kort je kerst jeer geracht e sterk ors plooi kruid pliegt jerent want proef schart vreed wat gram ik e ik zeg i niet zin kleurte stroom strip toets draai hulp knop haast werk dil rond speels ruklejn stopdewerk sproet blond
5200213,kaart3B,e son drietje vekeerd ofadetish esbort el har hartenluk bushmaatschappij populair honderd complex stralend rekening morgenochtend langairig uiterst fretteelt aanzienlijk lichaamsdeel opake nou vloni ginluk veranderingen art cashv compleet vogelspin volkser noutemperatuur kklimaat natuur talent bos botsing nietmachine
5200216,kaart1B,kier ceen dek don jon boot den ol lied gaaf bal zon sier zo best maar os mat roog rook bijs geel tij boor geit zes nul buit ps vier haf tous rous pup vast dik re vuur gaap bogwijs roto heespol vee hee selsdak rogha leuk u rijkwas eer doos ramtuur zeehar duit min bol i
5200216,kaart2B,look spelen tal winst kalpaartsnaast je gacht werld hier schoof o mlstaart i zel en bijvolbeeld an okern de uur o hie lo besnoen maar op s oe le hel s eel braam sterk plat e erf enstroot fer sne bot gers u agste fort plooi ruut en lichlandland broflui scatvemd m os nen t gewoon dri does dra hulp on bij ana ingabij
5200216,kaart3B,a ne is georeen rietje verkeern ofpetisch exfort nee j oh hart leu e ese maat schapbij oek belernomer t complex edra aan t rekening nxx olend a winige en de tur wlo a van hete liar i lichams deel opa e i e o lo ze zi deluk gwoon deheen a laarsgaszon o komt eet vogel sping wokse temperatuur klimaat dur talent broksin niet machine mi nogwel reisfeto on i at bu i so en sen bon ane sonti ein
5200222,kaart1B,kier ce mek waas mel dom zoen boot den col bied gaaf bol zon bierlauw bes oma maag osmat rook bit geel kij por por sa geitzes lol buit pees vier hap kous roe roosdub faas dik ree vuur gaap boog wijs rouw taal hees bal hal v hik sous dak rug haak luia luik uhm peuel rijk gas eerdoos ram kuur zee zeep raar duif men dol piep oom rijn gaas pin volk volk volk lijn nou raam jeuk min koel bak
5200222,kaart2B,een blok speer twaalf winsten kaft paara paart sla tier stier pracht wild schroef grof melk staart zelfs graan kerk sta stuurs mals bleek helt sneeuw braam sterk plat herfstprins verf sneebord kersgea gracht ster kort korts plooi kruit ligt krent want proef schaats vreemd ga gram pluts troon strip doets draai hulp knap haast merk dweil rond speel
5200222,kaart3B,neusworn rietje vera fera keert al fabetisch exportliniaal hartelijk busmaatschappij populair hoa honderd complex stralend rekening morgenochtend lawaairig uiterst fra fruit fruitteels aanzienlijk lichaamsdeel opa kanaal beloning zin zindelijk veranderen aardgas compleet vogelspin boksper boksep temperatuur klimaat natuurtalent botsing nietmachine min minerao
5210102,kaart1B,kierze nek basmil don zon bot den koeg bit gaafbal zoon pie lo bes maar os mat rook bij t gil key poor get zes lol buit pes vier hap calous o rouspe fase dek re vurgabooggewees rotal eeshal v hink sous dak rughak leuk pel rijk a gasier doos rom kier sep ra def men dolpoep omlejn fas pin ho lenmauran ek min koek
5210102,kaart2B,bloke speer twalf winst kaft paard slaa stier bracht wild schroef grofmelkens staat zelfs graankerk stuursmals bleek helt smeeuwbraamsterk blat helfst prinsverf smeebort kers racht a sterkoort plooi kruit lichteklend land s broerschaats vreemd gramklut dronstriep koets draai hulp knop hast merk dwel rond speels druk klei stop dwerfsproed blond voea vloestan gleem bestraft
5210102,kaart3B,neesorenrietje veckior ofabetis export linial hartelijk busmaatschappij populair hond honderd complex straliumd rekening morgenochtend belaikeg uiterst friiteelt aanzienelik aanzienlijk licga lichaamsdeel opa kanel beloning zindelijk veranderen aatgas compleet vogelspin polsboken temperatuurklimaat auurtalent boting lietmachine minral resfids ettentieen soepel ondanksvesvinger beroemt kuisrecht proeven
5210104,kaart1B,ke ier z nec pas mildomzoonboot den ol buud graaf bal zoon pier lau wesmah osmat rook biit geel kei por geite e slo buit best vier hap tousrus gup fas tik refu ga bog wis rouw tal es half gikam dakrug hale klunk burk gas ier tosraur zeperar duif mend piepoon rijme gas pin wolk lijn mou rm je
5210104,kaart2B,plok spiertwal f winskaf paarts las dier prach wildsgrof grof maar elk staart zelfs graan kerks tuers mals bleek helts en heel braan sterplat herfst brensverfs neebord kersga gracht sterk koort splooi kruit lucht krent want proegschaat vreemd gran kluts troon striptoetch drik heel vrknapbst merk dwel ron sbils dru ci clei stop dwerg ssproet blond vloer stank glim straftin degast snoer bel
5210104,kaart3B,niks hoorn ritje verkeerd alfabetis export lidiou hartelijk busmaatschappij populair honder complex stralend rekeling morgenochtend lawaireg uiterst fruitil aanzienlijk lichaamstil opa kanaal gelonin indelg vederen art gas obletv vogelspin bboker un tempra tar klimaat nou tuurtalent botsing nitmachine mineraal reisfeet uhm
5210105,kaart1B,kierse net nek baas mildom zoenboot den colbit gaaf bal zoon pier lauwbes maag os mat rok bit gilkei bor geit zes lol buitebees vier hap kous roospuk bub vasdik re vuur gaatboog wijs rouw tal hees hal ve hik sausdak rug haak luik bul rijk gas eerdoos ram keur kuur zeep raar duif mendol piep oom rijn gaas pin wolklijn mouraam jeuk meen koebak veen boor heusla
5210105,kaart2B,bloksper twalf wins wins gekaft paarsesla stierpracht wil sch schroefg grof melkstraat zelf graan kerk tuurs malsbleek heltsneeuw braam sterk blat herst st herfst plinische verf snee bord kenst ggracht ster coost cont plooi kruidlicht krent wand proef schoutsvreent glasen klut troonstip toets draai hulpknap haast merk bwel rons speels drukklei stop de werg sproet blond vloer stro
5210105,kaart3B,en des hoorn riter verkeerd o fabetis export lenio hartelijk busman schapij popule populair hendert complex stralend rekening morgenochtend lawairig uiterst fleifreitilt aanzienlijk lichaamsdeel opa knal canal bun loning zindelijk veranderen arte aardgas compleet volgend spia volgelspin bokser stemporatuur klimaat natuur talend bos
5210106,kaart1B,uh kier c nek baas heel ozoen boot den col wit ge gaaf pol zon pierlo des mach os mat rook bit geel ke poor geit zes lo buit bish vier op cous rus tup vas dik n vuur gaap boog vijf uh l tal hees go c sos dorkug ak leuk u bil ik gas eer dos ron cuur sek
5210106,kaart2B,en blok sper twalf winst caft part sla stier pracht n wild schoef golfnelle straat selfge kig ekstuurt mons brk hel te snew bram sterk blot erst brins fer sne word gerst dekes gacht ster corst plo kruit licht kunt band s goefschaatsvin grom klutston sterip toett heel lop ast merk ze run
5210106,kaart3B,uhm neushorn heet vec kig ove dettis export linio harte luk busmat schappij populair hunderd complex stralen renkeling morgenochtend lawrig ut ers erste fretels anzen lichaamsteel opaker nobeloning zijn de luk ver g onderd aartgas complet vogelspe bokce temgetur kleat na tar naturtelent boc niet mchia uh e
5250108,kaart1B,kierzeen nek baasmeel ton sun boot den cool piet gaaf bal zoon pier lau bes macg os mat rook bijt giel kei poorgeit de gens lol buit beeg bes vier hapkous roers pup vaasdik re vuur graap bos boog wijs rouw taal hees hal vee hik sous dak rug haak luink ul tink gas eer doos da ram ku kuur ceperaar tut men dol piep oom brijn gaas ben wolk wolk lijn mau
5250108,kaart2B,block speer tuh uh twaalf wins kaft paart sla stier pracht wilpt schroef groot melk staart zelf s graan kerk stuurs mos bleek helt sneeuw braak braam sterk plat herfst prins verf sneebord kerstgedag gebraa geragt sterkorst plooi kruit licht krept want hoefschaat fri uh gamkluts dron stripdutch dri hulp knop haast nert dwilv ondv spels druk klei stopt werg spolt
5250108,kaart3B,neuzon rietje vekeerd af alfhabed export lineaal hartelijk busmaatschappij populair honderd complex tralend rekening morgen enochtend lawaarig uiterst feitilt aanzienlijk lichaamsdeel opaan al beloning gin de lijk verandert de rim aardgas compleet vogelspelen boksen temperatuur klimaat nanatuurlent boking niet machine mia miner rol recfids at depti soepel ondanks wijsvinger beroemd ka kaarsrecht hoef ehm rijscgids absoluut instap instapkaar
5250109,kaart1B,kier c nek bas meldonsoen boot den coe bit gaf bal bezon zon pier louw bes maag os mat rood bijt en geel bij bor geit ses lor beut pees vier had kous rous pub grasdik re vuur gaapboog en wijs rouw tol hees v ho v g hirk sous darug hak luik bel rikgas eertos ramcuur zeeprar duif men do piep oom ren gaspin wolk lijn
5250109,kaart2B,look spier twalf wins kaft part sla stier bracht wilt schroef golf melk staart zefs gran kerke stuurs mas bleek helt smeeuwbraam sterkblat herfsbringsverf sneebod kersgracht ster corst plooi kruit licht krent want proef schats vreemd gran pluts trum stria strip toets draai hulp knop hahast merk dweiel rond speels druk klei stop dwergspond blond vloersstank
5250109,kaart3B,leusor en uh rietje van keer ekirt alfabetisch export liniaal hartelijk busmaatschappij tnuur honderd complex trallens retening morgenochtend lawaairig uiterst fruitdeel aanzienlijk lichaamsdeel opa kanaal beloning zinlijk verander ardgas compleet vorelspinv n bokser temperatuurklimaat netra natuurtalent botsing nietmachin min minerou resfit atisoepel ondanks wijsvinger brond
5250202,kaart1B,gits hetnik dasme dom zon botv dende col bitv haf ballen zoon pirv lo besma os mat hok bijt gel ke por get zes lol bijt p sfierv hapv cous hos pemfa tifie e vuur we gaan boog wij s gouwtal a ees hal ve hik sous dak rug ha luik tel rink gas eer dos ram puur zeven raareduif men dol piep oom hein gaas fene wolklijna mo ram ye min coe bak en bor heus lan un tas got jo dooftak te toh kis boglap vor eer bijdek fieskaal be hen of ro den beer
5250202,kaart2B,sdokspeer twaalf windskaft paa slaapstieren bracht weldschoengof nelk start zelf gaan kerk zuur mos beikv helt stealv braam sterk pa herfsprins verfsne wordv kers bregrach sterkorst plooi gret licht kend want proef schaats feemd gaam gram klust gitroon strip doetstrij heel beknap en haast merk twil ron spers druk klei stopt werg spoelt blond voor stank leem straf tinst gas snor weel graag langsgiepen snee darm de soap wens plont stomp waar klaar draf zwarte proost voruit t string braas krap sport neuws bhaar mocht krit schouw te kies graag kis o niks s kee streek kwams ink voort veelsnijd tos
